msec	type	x_gm	y_gm
607030	Vehicle	-427.11173499999995	4471.971769
607030	Pedestrian	-428.31760999999995	4471.08476
607030	Pedestrian	-433.89211100000006	4517.731095
607030	Pedestrian	-429.428155	4517.391735
607030	Pedestrian	-431.08580599999993	4516.266181
607054	Vehicle	-427.11554800000005	4471.9352340000005
607054	Pedestrian	-428.287142	4471.101144
607054	Pedestrian	-433.89135300000004	4517.689439
607054	Pedestrian	-429.403064	4517.248068
607054	Pedestrian	-431.08484599999997	4516.256133
607054	Vehicle	-427.11554800000005	4471.9352340000005
607054	Pedestrian	-428.287142	4471.101144
607054	Pedestrian	-433.89135300000004	4517.689439
607054	Pedestrian	-429.403064	4517.248068
607054	Pedestrian	-431.08484599999997	4516.256133
607078	Vehicle	-427.118245	4471.900853
607078	Pedestrian	-428.25356100000005	4471.109875
607078	Pedestrian	-433.890595	4517.647782999999
607078	Pedestrian	-429.38229299999995	4517.121272
607078	Pedestrian	-431.083886	4516.246086
607078	Pedestrian	-426.147071	4514.575044
607078	Vehicle	-427.118245	4471.900853
607078	Pedestrian	-428.25356100000005	4471.109875
607078	Pedestrian	-433.890595	4517.647782999999
607078	Pedestrian	-429.38229299999995	4517.121272
607078	Pedestrian	-431.083886	4516.246086
607078	Pedestrian	-426.147071	4514.575044
607102	Vehicle	-427.11931799999996	4471.868511
607102	Pedestrian	-428.218583	4471.114774000001
607102	Pedestrian	-433.889837	4517.606128
607102	Pedestrian	-429.39485199999996	4517.107682
607102	Pedestrian	-431.082926	4516.236038
607102	Pedestrian	-426.147185	4514.575082
607126	Vehicle	-427.11675099999997	4471.833611
607126	Pedestrian	-428.18449100000004	4471.122848
607126	Pedestrian	-433.889079	4517.564472
607126	Pedestrian	-429.37108499999994	4516.981843
607126	Pedestrian	-431.081966	4516.225990999999
607126	Pedestrian	-426.165933	4515.149238
607126	Vehicle	-427.11675099999997	4471.833611
607126	Pedestrian	-428.18449100000004	4471.122848
607126	Pedestrian	-433.889079	4517.564472
607126	Pedestrian	-429.37108499999994	4516.981843
607126	Pedestrian	-431.081966	4516.225990999999
607126	Pedestrian	-426.165933	4515.149238
607151	Vehicle	-427.116018	4471.803347
607151	Pedestrian	-428.14922699999994	4471.130002
607151	Pedestrian	-433.888289	4517.521081
607151	Pedestrian	-429.430541	4517.160718
607151	Pedestrian	-431.080966	4516.215525
607151	Pedestrian	-426.168037	4515.15496
607174	Vehicle	-427.11118600000003	4471.783214
607174	Pedestrian	-428.114962	4471.122403
607174	Pedestrian	-433.887562	4517.481161
607174	Pedestrian	-429.483133	4517.3229710000005
607174	Pedestrian	-431.080047	4516.205896
607174	Pedestrian	-426.169972	4515.160225
607198	Vehicle	-427.109488	4471.756136999999
607198	Pedestrian	-428.08256500000005	4471.132947
607198	Pedestrian	-433.886804	4517.439506000001
607198	Pedestrian	-429.483752	4517.452949
607198	Pedestrian	-431.079087	4516.195847999999
607198	Pedestrian	-426.171991	4515.165718
607223	Vehicle	-427.10434699999996	4471.722685
607223	Pedestrian	-428.049549	4471.145893
607223	Pedestrian	-429.477395	4517.832482
607223	Pedestrian	-431.67071100000004	4521.146554
607223	Pedestrian	-426.173538	4514.562892
607223	Pedestrian	-423.58757	4510.891213
607223	Vehicle	-427.10434699999996	4471.722685
607223	Pedestrian	-428.049549	4471.145893
607223	Pedestrian	-429.477395	4517.832482
607223	Pedestrian	-431.67071100000004	4521.146554
607223	Pedestrian	-426.173538	4514.562892
607223	Pedestrian	-423.58757	4510.891213
607247	Vehicle	-427.092665	4471.691044
607247	Pedestrian	-428.016725	4471.15234
607247	Pedestrian	-429.45789800000006	4518.166538
607247	Pedestrian	-431.955954	4524.335135
607247	Pedestrian	-426.173318	4514.551564
607247	Pedestrian	-423.587635	4510.889843
607271	Vehicle	-427.08583799999997	4471.687683
607271	Pedestrian	-427.984303	4471.1645229999995
607271	Pedestrian	-429.442143	4518.466501
607271	Pedestrian	-432.08453	4524.9814
607271	Pedestrian	-426.17309800000004	4514.540237
607271	Pedestrian	-423.40538200000003	4511.0536520000005
607295	Vehicle	-427.07681799999995	4471.66211
607295	Pedestrian	-427.949233	4471.161783
607295	Pedestrian	-429.429088	4518.7358030000005
607295	Pedestrian	-432.130942	4525.863369
607295	Pedestrian	-426.172878	4514.52891
607295	Pedestrian	-423.35128899999995	4511.529069
607295	Pedestrian	-454.40013099999993	4530.67875
607295	Vehicle	-427.07681799999995	4471.66211
607295	Pedestrian	-427.949233	4471.161783
607295	Pedestrian	-429.429088	4518.7358030000005
607295	Pedestrian	-432.130942	4525.863369
607295	Pedestrian	-426.172878	4514.52891
607295	Pedestrian	-423.35128899999995	4511.529069
607295	Pedestrian	-454.40013099999993	4530.67875
607295	Vehicle	-427.07681799999995	4471.66211
607295	Pedestrian	-427.949233	4471.161783
607295	Pedestrian	-429.429088	4518.7358030000005
607295	Pedestrian	-432.130942	4525.863369
607295	Pedestrian	-426.172878	4514.52891
607295	Pedestrian	-423.35128899999995	4511.529069
607295	Pedestrian	-454.40013099999993	4530.67875
607319	Vehicle	-427.072624	4471.640805
607319	Pedestrian	-427.913491	4471.156491
607319	Pedestrian	-429.411261	4518.729354
607319	Pedestrian	-432.230131	4526.547929
607319	Pedestrian	-426.172658	4514.517583
607319	Pedestrian	-423.3186	4511.510406
607319	Pedestrian	-454.40105300000005	4530.677451
607343	Vehicle	-427.096025	4471.658966
607343	Pedestrian	-427.879749	4471.15713
607343	Pedestrian	-429.407737	4518.72655
607343	Pedestrian	-432.231304	4526.61535
607343	Pedestrian	-426.172438	4514.506256000001
607343	Pedestrian	-423.320415	4511.777948
607343	Pedestrian	-454.40107	4530.6774399999995
607367	Vehicle	-427.119345	4471.64926
