msec	type	x_gm	y_gm
627058	Pedestrian	-421.047254	4502.934478
627058	Pedestrian	-423.964525	4506.39685
627058	Pedestrian	-425.818757	4506.396692
627058	Pedestrian	-429.432917	4512.435374000001
627058	Pedestrian	-426.590973	4508.973448
627058	Pedestrian	-498.110386	4537.326025
627058	Pedestrian	-490.09608	4536.261351
627058	Pedestrian	-426.061896	4505.149724
627058	Pedestrian	-422.763141	4504.096409000001
627058	Pedestrian	-430.516033	4519.927611
627058	Pedestrian	-466.984663	4530.765929
627058	Pedestrian	-463.03767400000004	4529.337195
627058	Pedestrian	-427.394095	4512.950186
627058	Pedestrian	-423.13236399999994	4507.4236009999995
627058	Pedestrian	-465.74278899999996	4533.118923
627058	Pedestrian	-495.90979699999997	4536.933123
627058	Pedestrian	-426.77537800000005	4507.9635530000005
627082	Pedestrian	-421.037684	4502.88936
627082	Pedestrian	-423.944113	4506.327499
627082	Pedestrian	-425.81136100000003	4506.345208
627082	Pedestrian	-429.44249	4512.280046
627082	Pedestrian	-426.56786600000004	4508.937935
627082	Pedestrian	-497.800499	4537.005606000001
627082	Pedestrian	-489.463934	4535.503378
627082	Pedestrian	-425.876633	4505.35
627082	Pedestrian	-422.74995199999995	4504.081477000001
627082	Pedestrian	-430.51891399999994	4519.869683
627082	Pedestrian	-467.423146	4531.295673
627082	Pedestrian	-463.06122999999997	4529.343739
627082	Pedestrian	-427.375414	4512.928686
627082	Pedestrian	-423.078151	4507.38304
627082	Pedestrian	-465.75583	4533.12866
627082	Pedestrian	-496.539221	4537.606116
627082	Pedestrian	-426.76554500000003	4507.954979
627082	Pedestrian	-422.80431699999997	4502.526825
627106	Pedestrian	-421.03882699999997	4502.818587
627106	Pedestrian	-423.945046	4506.300215
627106	Pedestrian	-425.80396500000006	4506.293724
627106	Pedestrian	-429.45206399999995	4512.124718
627106	Pedestrian	-428.214001	4504.328636
627106	Pedestrian	-498.402093	4537.6341729999995
627106	Pedestrian	-489.67052800000005	4535.780778
627106	Pedestrian	-425.74879000000004	4505.29714
627106	Pedestrian	-430.512017	4519.946118
627106	Pedestrian	-467.70064699999995	4531.704617
627106	Pedestrian	-463.08478499999995	4529.350283
627106	Pedestrian	-427.35673399999996	4512.907186
627106	Pedestrian	-423.023937	4507.3424780000005
627106	Pedestrian	-465.76887	4533.138398
627106	Pedestrian	-497.000956	4538.130074000001
627106	Pedestrian	-426.38221799999997	4508.058681
627106	Pedestrian	-422.789971	4502.3697329999995
627106	Pedestrian	-421.03882699999997	4502.818587
627106	Pedestrian	-423.945046	4506.300215
627106	Pedestrian	-425.80396500000006	4506.293724
627106	Pedestrian	-429.45206399999995	4512.124718
627106	Pedestrian	-428.214001	4504.328636
627106	Pedestrian	-498.402093	4537.6341729999995
627106	Pedestrian	-489.67052800000005	4535.780778
627106	Pedestrian	-425.74879000000004	4505.29714
627106	Pedestrian	-430.512017	4519.946118
627106	Pedestrian	-467.70064699999995	4531.704617
627106	Pedestrian	-463.08478499999995	4529.350283
627106	Pedestrian	-427.35673399999996	4512.907186
627106	Pedestrian	-423.023937	4507.3424780000005
627106	Pedestrian	-465.76887	4533.138398
627106	Pedestrian	-497.000956	4538.130074000001
627106	Pedestrian	-426.38221799999997	4508.058681
627106	Pedestrian	-422.789971	4502.3697329999995
627106	Pedestrian	-421.03882699999997	4502.818587
627106	Pedestrian	-423.945046	4506.300215
627106	Pedestrian	-425.80396500000006	4506.293724
627106	Pedestrian	-429.45206399999995	4512.124718
627106	Pedestrian	-428.214001	4504.328636
627106	Pedestrian	-498.402093	4537.6341729999995
627106	Pedestrian	-489.67052800000005	4535.780778
627106	Pedestrian	-425.74879000000004	4505.29714
627106	Pedestrian	-430.512017	4519.946118
627106	Pedestrian	-467.70064699999995	4531.704617
627106	Pedestrian	-463.08478499999995	4529.350283
627106	Pedestrian	-427.35673399999996	4512.907186
627106	Pedestrian	-423.023937	4507.3424780000005
627106	Pedestrian	-465.76887	4533.138398
627106	Pedestrian	-497.000956	4538.130074000001
627106	Pedestrian	-426.38221799999997	4508.058681
627106	Pedestrian	-422.789971	4502.3697329999995
627130	Pedestrian	-421.034212	4502.746816
627130	Pedestrian	-423.94597999999996	4506.272931
627130	Pedestrian	-425.79656900000003	4506.24224
627130	Pedestrian	-429.461637	4511.96939
627130	Pedestrian	-428.25280599999996	4504.134024
