msec	type	x_gm	y_gm
637084	Vehicle	-428.321333	4465.880438
637084	Pedestrian	-425.92907699999995	4483.066205
637084	Pedestrian	-434.197782	4488.5230710000005
637084	Pedestrian	-436.429217	4489.8508329999995
637084	Pedestrian	-424.54145800000003	4474.470724
637084	Pedestrian	-425.74261900000005	4479.417581000001
637084	Pedestrian	-432.419671	4485.247514
637084	Pedestrian	-431.97810400000003	4490.647535
637084	Pedestrian	-429.656593	4486.272431
637084	Pedestrian	-424.84544800000003	4480.757809000001
637084	Vehicle	-428.321333	4465.880438
637084	Pedestrian	-425.92907699999995	4483.066205
637084	Pedestrian	-434.197782	4488.5230710000005
637084	Pedestrian	-436.429217	4489.8508329999995
637084	Pedestrian	-424.54145800000003	4474.470724
637084	Pedestrian	-425.74261900000005	4479.417581000001
637084	Pedestrian	-432.419671	4485.247514
637084	Pedestrian	-431.97810400000003	4490.647535
637084	Pedestrian	-429.656593	4486.272431
637084	Pedestrian	-424.84544800000003	4480.757809000001
637108	Pedestrian	-425.87978899999996	4482.968299
637108	Pedestrian	-434.10540499999996	4488.403959
637108	Pedestrian	-436.342446	4489.7370359999995
637108	Pedestrian	-424.435492	4474.382686999999
637108	Pedestrian	-425.67517000000004	4479.619488
637108	Pedestrian	-432.36389800000006	4485.186131
637108	Pedestrian	-431.89887999999996	4490.568267000001
637108	Pedestrian	-429.59937599999995	4486.187237
637108	Pedestrian	-424.894209	4480.558907
637132	Pedestrian	-425.83050199999997	4482.870393
637132	Pedestrian	-434.00554000000005	4488.262175
637132	Pedestrian	-436.255121	4489.625586
637132	Pedestrian	-424.33094500000004	4474.240974
637132	Pedestrian	-425.608444	4479.758022
637132	Pedestrian	-432.30457800000005	4485.11451
637132	Pedestrian	-431.819755	4490.491242
637132	Pedestrian	-429.53998099999995	4486.103437
637132	Pedestrian	-424.818989	4480.316442
637132	Pedestrian	-425.83050199999997	4482.870393
637132	Pedestrian	-434.00554000000005	4488.262175
637132	Pedestrian	-436.255121	4489.625586
637132	Pedestrian	-424.33094500000004	4474.240974
637132	Pedestrian	-425.608444	4479.758022
637132	Pedestrian	-432.30457800000005	4485.11451
637132	Pedestrian	-431.819755	4490.491242
637132	Pedestrian	-429.53998099999995	4486.103437
637132	Pedestrian	-424.818989	4480.316442
637132	Pedestrian	-425.83050199999997	4482.870393
637132	Pedestrian	-434.00554000000005	4488.262175
637132	Pedestrian	-436.255121	4489.625586
637132	Pedestrian	-424.33094500000004	4474.240974
637132	Pedestrian	-425.608444	4479.758022
637132	Pedestrian	-432.30457800000005	4485.11451
637132	Pedestrian	-431.819755	4490.491242
637132	Pedestrian	-429.53998099999995	4486.103437
637132	Pedestrian	-424.818989	4480.316442
637156	Pedestrian	-425.781214	4482.772487
637156	Pedestrian	-433.920944	4488.175371
637156	Pedestrian	-436.169768	4489.518072
637156	Pedestrian	-424.226399	4474.099262
637156	Pedestrian	-425.52705499999996	4479.782087
637156	Pedestrian	-432.24059500000004	4485.024348
637156	Pedestrian	-431.740747	4490.416406
637156	Pedestrian	-429.48222000000004	4486.042347
637156	Pedestrian	-424.66638	4480.161851
637180	Pedestrian	-425.72651900000005	4482.641385
637180	Pedestrian	-433.841841	4488.105882
637180	Pedestrian	-436.08264299999996	4489.411891
637180	Pedestrian	-424.12185199999993	4473.957549000001
637180	Pedestrian	-425.42817599999995	4479.5562390000005
637180	Pedestrian	-432.18229	4484.950488
